wins,wins_without_guess,time_elapsed,samples_considered,samples_with_solutions,difficulty,sample_size,use_num_mines_constraint,first_click_pos,first_click_is_zero,parameters_id
10,10,0.3905951976776123,27,27,Beginner (9x9),11x11,True,"(3, 3)",True,1
10,9,0.45308923721313477,39,37,Beginner (9x9),11x11,True,"(3, 3)",True,1
9,9,0.499957799911499,32,31,Beginner (9x9),11x11,True,"(3, 3)",True,1
8,8,0.6093227863311768,39,37,Beginner (9x9),11x11,True,"(3, 3)",True,1
10,10,0.4219493865966797,31,31,Beginner (9x9),11x11,True,"(3, 3)",True,1
10,8,0.8125474452972412,40,38,Beginner (9x9),11x11,True,"(3, 3)",True,1
8,8,4.187258005142212,85,84,Intermediate (16x16),18x18,True,"(3, 3)",True,2
9,9,0.34393858909606934,33,32,Beginner (9x9),11x11,True,"(3, 3)",True,1
10,9,5.203016757965088,86,85,Intermediate (16x16),18x18,True,"(3, 3)",True,2
8,8,4.859292268753052,79,74,Intermediate (16x16),18x18,True,"(3, 3)",True,2
9,7,0.4064204692840576,32,29,Beginner (9x9),11x11,True,"(3, 3)",True,1
8,7,4.968666076660156,91,87,Intermediate (16x16),18x18,True,"(3, 3)",True,2
8,6,6.234295845031738,100,94,Intermediate (16x16),18x18,True,"(3, 3)",True,2
10,7,0.765556812286377,38,34,Beginner (9x9),11x11,True,"(3, 3)",True,1
6,5,7.921728610992432,94,87,Intermediate (16x16),18x18,True,"(3, 3)",True,2
9,8,5.4684836864471436,90,86,Intermediate (16x16),18x18,True,"(3, 3)",True,2
8,8,0.32829904556274414,33,31,Beginner (9x9),11x11,True,"(3, 3)",True,1
9,8,4.921649932861328,84,81,Intermediate (16x16),18x18,True,"(3, 3)",True,2
8,7,5.3279900550842285,85,82,Intermediate (16x16),18x18,True,"(3, 3)",True,2
10,8,0.593698263168335,38,36,Beginner (9x9),11x11,True,"(3, 3)",True,1
10,7,5.452876567840576,98,95,Intermediate (16x16),18x18,True,"(3, 3)",True,2
6,5,4.296732664108276,82,76,Intermediate (16x16),18x18,True,"(3, 3)",True,2
10,9,0.39069032669067383,34,33,Beginner (9x9),11x11,True,"(3, 3)",True,1
8,7,4.515355348587036,76,71,Intermediate (16x16),18x18,True,"(3, 3)",True,2
4,2,25.54618740081787,179,164,Expert (16x30),18x32,True,"(3, 3)",True,3
