wins,wins_without_guess,time_elapsed,samples_considered,samples_with_solutions,difficulty,sample_size,use_num_mines_constraint,first_click_pos,first_click_is_zero,parameters_id
97,91,4.624619722366333,340,332,Beginner (9x9),11x11,True,"(3, 3)",True,1
97,91,4.655864238739014,318,308,Beginner (9x9),11x11,True,"(3, 3)",True,1
93,85,4.8277270793914795,344,327,Beginner (9x9),11x11,True,"(3, 3)",True,1
96,92,5.1558239459991455,335,326,Beginner (9x9),11x11,True,"(3, 3)",True,1
95,92,4.452755689620972,325,316,Beginner (9x9),11x11,True,"(3, 3)",True,1
94,85,5.452672958374023,364,350,Beginner (9x9),11x11,True,"(3, 3)",True,1
93,71,47.371068477630615,859,825,Intermediate (16x16),18x18,True,"(3, 3)",True,2
83,71,48.62096381187439,864,827,Intermediate (16x16),18x18,True,"(3, 3)",True,2
86,72,50.214582204818726,833,787,Intermediate (16x16),18x18,True,"(3, 3)",True,2
86,66,45.71495294570923,878,836,Intermediate (16x16),18x18,True,"(3, 3)",True,2
95,88,5.7807652950286865,345,331,Beginner (9x9),11x11,True,"(3, 3)",True,1
84,73,54.042391538619995,892,855,Intermediate (16x16),18x18,True,"(3, 3)",True,2
96,88,4.8589677810668945,321,306,Beginner (9x9),11x11,True,"(3, 3)",True,1
98,91,4.374638557434082,338,329,Beginner (9x9),11x11,True,"(3, 3)",True,1
79,72,50.54267501831055,853,807,Intermediate (16x16),18x18,True,"(3, 3)",True,2
81,73,45.66808462142944,819,791,Intermediate (16x16),18x18,True,"(3, 3)",True,2
98,90,5.51516580581665,353,337,Beginner (9x9),11x11,True,"(3, 3)",True,1
85,66,57.60459017753601,918,861,Intermediate (16x16),18x18,True,"(3, 3)",True,2
84,74,54.089253425598145,920,878,Intermediate (16x16),18x18,True,"(3, 3)",True,2
97,91,4.8902223110198975,331,320,Beginner (9x9),11x11,True,"(3, 3)",True,1
87,73,50.855151414871216,862,820,Intermediate (16x16),18x18,True,"(3, 3)",True,2
93,80,50.839526891708374,859,830,Intermediate (16x16),18x18,True,"(3, 3)",True,2
